Predictor MeanImportance Type Feature
lncRNA_19090	0.105574115216344	lncRNA	FUN_001160
lncRNA_20578	0.0488434824243392	lncRNA	FUN_001160
lncRNA_19080	0.0461828811039813	lncRNA	FUN_001160
lncRNA_19455	0.0416745598379153	lncRNA	FUN_001160
CpG_ptg000035l_4874360	0.0394083792488675	CpG	FUN_001160
lncRNA_22049	0.0350810705972838	lncRNA	FUN_001160
lncRNA_8841	0.0315151120695356	lncRNA	FUN_001160
lncRNA_040	0.0281662510748403	lncRNA	FUN_001160
lncRNA_2496	0.0240168093391425	lncRNA	FUN_001160
lncRNA_18344	0.0216991224428203	lncRNA	FUN_001160
lncRNA_3608	0.0211524910751096	lncRNA	FUN_001160
lncRNA_13032	0.0209249147437887	lncRNA	FUN_001160
lncRNA_22433	0.0197286588712673	lncRNA	FUN_001160
lncRNA_7887	0.0191566413765697	lncRNA	FUN_001160
lncRNA_4659	0.0172609147636908	lncRNA	FUN_001160
lncRNA_16952	0.0170783075598047	lncRNA	FUN_001160
lncRNA_20453	0.0160797150652484	lncRNA	FUN_001160
CpG_ptg000008l_140185	0.0154121124790994	CpG	FUN_001160
lncRNA_8652	0.0153120454993852	lncRNA	FUN_001160
CpG_ptg000027l_4256131	0.0151620149137488	CpG	FUN_001160
CpG_ptg000020l_14632131	0.0874612140063303	CpG	FUN_001396
lncRNA_18294	0.0754324746506606	lncRNA	FUN_001396
lncRNA_11114	0.0696236458802192	lncRNA	FUN_001396
lncRNA_5041	0.0636539386108878	lncRNA	FUN_001396
lncRNA_240	0.0493318157818691	lncRNA	FUN_001396
lncRNA_17788	0.0372972694276804	lncRNA	FUN_001396
lncRNA_1434	0.0281241733102964	lncRNA	FUN_001396
lncRNA_12199	0.0249178524162217	lncRNA	FUN_001396
lncRNA_12060	0.0222284144168936	lncRNA	FUN_001396
lncRNA_6121	0.020354560389424	lncRNA	FUN_001396
CpG_ntLink_6_10522298	0.0191629995720228	CpG	FUN_001396
lncRNA_1435	0.0190574566602693	lncRNA	FUN_001396
CpG_ptg000016l_12848461	0.017715837963346	CpG	FUN_001396
lncRNA_19090	0.0169108104181817	lncRNA	FUN_001396
lncRNA_4867	0.0153197711974687	lncRNA	FUN_001396
lncRNA_8058	0.0125725602651825	lncRNA	FUN_001396
lncRNA_10988	0.0124273077637525	lncRNA	FUN_001396
lncRNA_20587	0.0121033328290327	lncRNA	FUN_001396
lncRNA_18354	0.0113048130131879	lncRNA	FUN_001396
lncRNA_6201	0.0111638114793524	lncRNA	FUN_001396
lncRNA_300	0.0491652478194465	lncRNA	FUN_002433
lncRNA_13975	0.04650303245746	lncRNA	FUN_002433
lncRNA_13756	0.0373715264148165	lncRNA	FUN_002433
lncRNA_18148	0.0330074820973847	lncRNA	FUN_002433
CpG_ptg000026l_3565677	0.0326850243918331	CpG	FUN_002433
CpG_ptg000001l_5622494	0.0299991434016908	CpG	FUN_002433
lncRNA_4482	0.0299973041639564	lncRNA	FUN_002433
lncRNA_2859	0.028610183875656	lncRNA	FUN_002433
CpG_ptg000002l_4656059	0.022874700915352	CpG	FUN_002433
CpG_ptg000027l_12616356	0.0227064899788458	CpG	FUN_002433
lncRNA_15624	0.0224347519004909	lncRNA	FUN_002433
lncRNA_1454	0.0208003769972787	lncRNA	FUN_002433
lncRNA_1295	0.019835970894298	lncRNA	FUN_002433
lncRNA_11705	0.0197064413478506	lncRNA	FUN_002433
lncRNA_15207	0.0195768012819798	lncRNA	FUN_002433
CpG_ptg000031l_13210418	0.0189194483635733	CpG	FUN_002433
CpG_ntLink_6_3101800	0.0159814883325188	CpG	FUN_002433
CpG_ptg000021l_17231571	0.0149078957774001	CpG	FUN_002433
CpG_ntLink_8_12175037	0.0148726962714411	CpG	FUN_002433
lncRNA_5310	0.0147156792428836	lncRNA	FUN_002433
lncRNA_15413	0.101394782920136	lncRNA	FUN_004083
lncRNA_9817	0.0474446394053	lncRNA	FUN_004083
CpG_ptg000047l_6649696	0.0401474635911805	CpG	FUN_004083
lncRNA_19079	0.0394440936263739	lncRNA	FUN_004083
CpG_ptg000027l_4256136	0.0353910253908151	CpG	FUN_004083
lncRNA_1528	0.0319147980219594	lncRNA	FUN_004083
CpG_ptg000031l_5403075	0.0296916874515868	CpG	FUN_004083
lncRNA_3008	0.0240976955568528	lncRNA	FUN_004083
lncRNA_12820	0.0240636079142962	lncRNA	FUN_004083
lncRNA_11504	0.0235607564323122	lncRNA	FUN_004083
lncRNA_10126	0.0217192182702893	lncRNA	FUN_004083
CpG_ntLink_8_2032811	0.0215183880537343	CpG	FUN_004083
lncRNA_15102	0.0171378489252964	lncRNA	FUN_004083
lncRNA_7949	0.016950285222383	lncRNA	FUN_004083
lncRNA_9246	0.0156458899726352	lncRNA	FUN_004083
lncRNA_1340	0.0151655401198822	lncRNA	FUN_004083
lncRNA_15538	0.015059951321532	lncRNA	FUN_004083
lncRNA_3039	0.0148608259588632	lncRNA	FUN_004083
lncRNA_476	0.0140155468459064	lncRNA	FUN_004083
CpG_ntLink_6_17377332	0.0138054887865962	CpG	FUN_004083
Cluster_17173	0.139551240769073	miRNA	FUN_007022
CpG_ptg000023l_16389109	0.102170740214241	CpG	FUN_007022
lncRNA_5655	0.101750576043967	lncRNA	FUN_007022
CpG_ntLink_6_20064374	0.100899197999485	CpG	FUN_007022
CpG_ptg000024l_10069069	0.0899071314765995	CpG	FUN_007022
CpG_ptg000020l_14227808	0.0862784407629647	CpG	FUN_007022
CpG_ptg000021l_5245055	0.066969327254413	CpG	FUN_007022
CpG_ptg000008l_19184490	0.0572287409932951	CpG	FUN_007022
lncRNA_21992	0.0526875987863145	lncRNA	FUN_007022
lncRNA_11342	0.0525043963228114	lncRNA	FUN_007022
CpG_ptg000007l_9145484	0.0482042070915489	CpG	FUN_007022
CpG_ptg000008l_19184510	0.0460963451837048	CpG	FUN_007022
CpG_ptg000012l_10115324	0.043023963949664	CpG	FUN_007022
lncRNA_14549	0.0426568791518086	lncRNA	FUN_007022
CpG_ptg000002l_1421603	0.0419215471485326	CpG	FUN_007022
CpG_ptg000016l_806031	0.0411603155834294	CpG	FUN_007022
lncRNA_3645	0.0393936098510352	lncRNA	FUN_007022
CpG_ptg000024l_5513703	0.0393562265148759	CpG	FUN_007022
CpG_ptg000047l_9869948	0.0389505239489223	CpG	FUN_007022
